src,tgt
"Hỗ trợ trong xây dựng ,  cải thiện tính bền vững ,  tiết kiệm thời gian và tài nguyên thiên nhiên ,  ISO 20887 vừa được ban hành góp phần kéo dài tuổi thọ của các tòa nhà .",ISO 20887刚刚发行了建筑，改善可持续性，节省时间和自然资源的支持，促进了建筑物的寿命。
Nữ nghị sĩ Cox bị bắn chết trước một thư viện công cộng ở thị trấn Birstall  ( gần thành phố Leeds của nước Anh )  vào ngày 16/6 .,考克斯参议员于6月16日在比尔斯托尔镇（利兹市附近）的一个公共图书馆被枪杀。
"Khủng bố IS vừa đưa ra hình thức xử phạt tàn bạo mới đối với các chỉ huy không hoàn thành nhiệm vụ ,  đó là cho chó ăn thịt . Sự kiện :",是恐怖分子刚刚为未完成任务的指挥官提供了一种新形式的残酷制裁，即喂狗。
"Petrovietnam trong khó khăn càng vững vàng ,  trước thử thách càng bản lĩnh .  Petrovietnam đã vượt qua giai đoạn khó khăn nhất của mình ,  vượt qua ảnh hưởng nặng nề của tác động kép do đại dịch COVID-19 và giá dầu giảm sâu .",彼得罗维安在困难上更加强大，面临的挑战更加勇敢。彼得罗维安（Petrovietnam）超过了其最困难的时期，克服了由于19号流行病而引起的双重影响的严重影响，而石油价格下降了。
"Hôm nay 25-5 ,  Reuters dẫn tin từ Bộ Quốc phòng Nhật cho biết Trung Quốc đã cho máy bay chiến đấu áp sát máy bay quân sựNhật vào hôm qua 24-5 trên vùng trời biển Hoa Đông .",今天25-5的路透社报道，日本国防部说，中国昨天在东中国海的天空上将战斗机靠近日本军用飞机。
"Tết thiếu nhi đang đến gần ,  cùng tham khảo một số địa điểm đi chơi ngày 1/6 thú vị ,  hấp dẫn ở Hà Nội để đưa bé đi chơi nào .",儿童新年即将到来，请参考一些有趣而有吸引力的地方，可以在河内1/6闲逛，将婴儿带出去。
"Giống như đa số các doanh nghiệp khác ,  việc giữ cho không gian làm việc luôn được gọn gàng không phải là việc làm đơn giản tại Công ty Phát triển Sài gòn .",像其他大多数业务一样，在西贡开发公司（Saigon Development Company）保持工作空间总是整洁的工作。
"Nhiều dòng của Mercedes Benz như C200d ,  S350; dòng Qashqai của Nissan và Macan S của Porsche với số lượng xe bán ra tại Hàn Quốc là khoảng 40 . 000 chiếc đều vi phạm gian lận khí thải .","许多梅赛德斯奔驰行，例如C200D，S350； Nissan和Macan S与保时捷的Qashqai系列，韩国出售的汽车数量约为40,000辆，违反了排放欺诈。"
"Tình hình chiến sự Syria mới nhất đưa tin  ’ Syria đưa tù nhân ra chiến trường ’ ;  ’ Nga ,  Iran và Syria tăng cường hợp tác chống khủng bố ’ ; .  .  . Sự kiện :",最新的叙利亚战争局势报道说“叙利亚将囚犯带到战场”。 “俄罗斯，伊朗和叙利亚加强了反恐合作”；事件：
"Nhiệt miệng là bệnh lành tính nhưng nó khiến bệnh nhân khó chịu ,  ăn uống không ngon ,  giảm khả năng làm việc .  Nguyên tắc để phòng và điều trị nhiệt miệng là làm mát cơ thể mọi lúc mọi nơi . Sự kiện :",扩散是一种良性疾病，但它会使患者感到不舒服，饮食不佳，从而降低了工作能力。预防和治疗口腔热的原理是随时随地在任何地方冷却身体。
"Quả óc chó là loại quả phổ biến nhất và được đánh giá cao trên khắp thế giới bởi hương vị tuyệt vời , và còn bởi những lợi ích sức khỏe của nó .  Tuy nhiên ,  gần đây đã có thông tin cho rằng quả óc chó có nguy cơ nhiễm khuẩn gây bệnh nguy hiểm cho người sử dụng .",核桃是最受欢迎的水果，并以其良好的味道以及其健康益处而受到赞赏。但是，最近有信息称核桃有疾病的风险引起用户感染。
Làn sóng tẩy chay Giải thưởng Điện ảnh của viện Hàn Lâm Khoa học và Nghệ thuật điện ảnh ngày càng mạnh mẽ do các đề cử đều là người da trắng .,《科学与科学与电影学院》电影奖的抵制浪潮越来越强大，因为提名都是白人。
"Thông tin cập nhật trên trang The China Post cho thấy ,  công ty thực phẩm Wei Lih tại Đài Loan đã phát hiện và tiến hành thu hồi tự nguyện hàng loạt mì ăn liền làm từ dầu ăn bẩn .",中国邮政网站上的最新信息表明，台湾的Wei Lih Food Company发现并自愿回收了一系列用脏食用油制成的即时面条。
"Không quân Mỹ sẽ mua ít máy bay chiến đấu thế hệ thứ năm F-35 hơn kế hoạch ban đầu .  Do chi phí mua F-35 quá cao ,  nước này có thể sẽ không đủ tiền để mua vũ khí và thiết bị quân sự khác . Sự kiện :",美国空军将购买比原始计划的第五代F-35战斗机。由于购买F-35的成本太高，因此这个国家可能没有足够的钱购买武器和其他军事设备。
"Sự bùng nổ của thị trường thương mại điện tử đã và đang đặt ra những vấn đề cấp thiết trong việc bảo đảm chất lượng hàng hóa ,  bảo vệ quyền lợi người tiêu dùng .",电子商务市场的爆炸激增一直在确保商品质量和保护消费者权利时提出紧急问题。
Chiếc Maserati Levante Trofeo vừa về Việt Nam thuộc bản Launch Edition có giá lên tới hơn 15 tỷ đồng và riêng màu sơn của xe đã tốn 600 triệu đồng .,Maserati Levante Trofeo刚刚回到了发射版中，该版本耗资超过150亿，汽车的油漆颜色的价格为6亿。
"Sau nhiều lần chờ đợi ,  chiếc ô tô sedan hạng sang Chevrolet Malibu vốn có giá bán từ 517 triệu đồng tại thị trường Mỹ cuối cùng đã được công bố . Sự kiện :",经过许多等待之后，雪佛兰·马里布（Chevrolet Malibu）的豪华轿车终于宣布了从美国市场上的5.17亿面vnd。
"Gần đây ,  lực lượng chức năng liên tục phát hiện các cơ sở sản xuất giấy vệ sinh giả ,  kém chất lượng .  Theo các chuyên gia ,  giấy vệ sinh giả có thể gây mẩn ngứa ,  lây truyền các mầm bệnh ,  nếu dùng lâu dài sẽ gây ung thư .",最近，功能力量不断检测到假且质量差的厕纸生产设施。据专家称，假卫生纸会导致皮疹，病原体的传播，如果长期使用会导致癌症。
"Theo các chuyên gia quốc tế ,  đây là cách tốt nhất để phòng ngừa virus corona .",根据国际专家的说法，这是预防电晕病毒的最佳方法。
"Nhiều mẫu xe của Chevrolet giảm giá mạnh trong tháng 8/2018 .  Trong đó ,  Chevrolet Spark có mức giảm tới 60 triệu đồng cho mẫu MT LS 2018 ,  chỉ còn 299 triệu đồng .",2018年8月，许多雪佛兰折扣的型号急剧下降。特别是，雪佛兰Spark的2018 MT LS车型最多减少了6000万，只有2.99亿。
"Ông Đào Đức Chính ,  Chủ tịch Hội đồng quản trị Công ty cổ phần Xuân Hòa Việt Nam bị phạt do có hành vi sai phạm trên lĩnh vực chứng khoán .",Xuan HOA越南股份公司董事会主席Dao Duc Chinh先生因在证券领域犯有违规行为而被罚款。
"Nữ du khách Khương Tô Liên ,  39 tuổi ,  quốc tịch Trung Quốc ,  đã tráo một viên kim cương giả để lấy viên kim cương thật nặng 6 cara ,  với giá khoảng 10 triệu baht  ( khoảng 280 . 000 USD )  .  Sau đó nữ du khách này đã nuốt viên kim cương trên vào bụng .","39岁的中国国籍的女性旅游王对留置权，将假钻石换成了6 -cara钻石，约有1000万泰铢（约280,000美元）。然后，女游客吞下了腹部的钻石。"
"Wake-up 247 của Masan đã tổ chức những chuyến bay miễn phí để người hâm mộ cổ vũ đội tuyển Việt Nam .  Tuy nhiên ,  đầu tư hàng tỷ đồng khi thị trường cận Tết liệu có ổn ?",Masan的Wake-Up 247组织了免费的航班，供球迷为越南队加油打气。但是，当市场接近新年时，投资数十亿美元？
"Một số người mà tim đã ngừng đập cho biết họ trải qua cảm giác hồn lìa khỏi xác và sau khi thoát chết ,  họ cảm thấy vui vẻ hơn ,  vị tha hơn và ít sợ chết hơn .",一些心脏停止跳动的人说，他们经历了离开身体的感觉，逃脱了死亡后，他们感到更快乐，更无私，更害怕死亡。
"Trên nhiều phẩm gia dụng ,  nhà bếp được bày bán trên thị trường của Công ty Cổ phần tập đoàn Sunhouse đều giới thiệu là  “ thương hiệu hàng đầu Việt Nam ”  hay  “ thương hiệu hàng đầu đến từ Hàn Quốc ”  ,  tuy nhiên lại ghi xuất xứ từ Trung Quốc… .",在许多家用电器上，厨房在Sunhouse Group股票公司的市场上出售，以“越南的领先品牌”或“来自韩国的领先品牌”引入，但来自中国的起源。
Chả lá lốt chay với nguyên liệu đơn giản và mùi vị thơm ngon sẽ là sự lựa chọn tốt nhất cho mâm cỗ cúng ngày rằm tháng Giêng .  Sự kiện :,素食的叶子叶有简单的成分和美味的味道，是一月份满月供应的最佳选择。事件：
"Vận tải ,  vật liệu xây dựng là những ngành hàng chịu tác động trực tiếp từ giá xăng dầu tăng .",运输和建筑材料是直接受汽油和石油价格上涨影响的行业。
"Mẫu SUV Hyundai Kona lắp ráp tại Việt Nam vừa chính thức ra mắt khách Việt ,  với mức giá từ 615 triệu đồng . Sự kiện :",在越南组装的现代Kona SUV已正式推出了越南客人，价格为6.15亿面。
"Nữ diễn viên không chỉ là nhà sản xuất phim điện ảnh dựa trên truyện cổ tích nổi tiếng mà còn đóng vai bà mẹ ghẻ ,  tham gia viết kịch bản và kiêm vai trò đạo diễn .",这位女演员不仅是一个著名的电影制片人，还基于著名的童话故事，而且还扮演继母，还参加编写剧本和导演。
"Tin mới nhất từ Công ty CP Sữa Việt Nam  ( Vinamilk )  cho biết ,  năm 2014 ,  số ngân sách mà Công ty này đóng góp cho Nhà nước đạt hơn 3 . 500 tỷ đồng ,  tăng hơn so với năm 2013 .",越南乳制品股票公司（Vinamilk）的最新消息表示，与2013年相比，该公司为该州做出贡献的预算增加了35亿韩元。
"Mua bảo hiểm y tế cho con em mình là điều cần thiết .  Tuy nhiên ,  vẫn còn nhiều bất cập ,  băn khoăn của các vị phụ huynh trong quá trình sử dụng loại hình dịch vụ này .",为孩子购买健康保险至关重要。但是，在使用此类服务​​的过程中，父母仍然存在许多缺点和担忧。
"Hồ Quang Hiếu cho biết ,  anh đã xem những hình ảnh của mình và Bảo Anh trên mạng và cảm thấy bình thường .",Ho Quang Hieu说他看到了他的图像，并告诉他在线并感到正常。
Tốt nghiệp phổ thông trung học và đủ điểm vào học ngành xã hội học của Đại học Quốc gia Singapore cách đây 6 năm nhưng cô thiếu nữ xinh đẹp Chelsea Wan lại ở nhà giúp gia đình nuôi ếch .,毕业于高中，足以学习6年前新加坡国立大学的社会学，但美丽的年轻女孩切尔西·万（Chelsea Wan）呆在家里，以帮助她的家人养蛙。
"Xuất khẩu điều thu về hơn 31 tỷ USD ,  đây là con số đầy ấn tượng của ngành điều trong 30 năm qua kể từ khi thành lập Hiệp hội Điều Việt Nam .",腰果出口收入超过310亿美元，这是越南腰果协会成立以来30年来腰果行业的令人印象深刻的数字。
"Bài viết dưới đây sẽ chỉ cho bạn cách làm món mỳ Ý ngay tại nhà ,  món ăn được ưa chuộng ở nhiều quốc gia trên thế giới . Sự kiện :",以下文章将向您展示如何在家中制作意大利面条，食物在世界许多国家都很受欢迎。事件：事件：
"Kiểu tóc của nhà lãnh đạo Triều Tiên ,  những tin đồn xung quanh vụ xử tử chú ruột của Kim Jong Un… Những sự kiện đã làm dậy sóng không chỉ báo chí mà còn cả thế giới internet .  Điều gì khiến Triều Tiên thu hút đến vậy ?",这位韩国领导人的发型，围绕金正恩叔叔处决的谣言……事件不仅激起了媒体，而且激起了互联网世界。是什么使朝鲜如此吸引人？
